arm,subjectid,objectid,predicate,types,answer,correct,inputTokens,outputTokens,cost,latencyMs,error
textmap,node_1202442012,"road_(1202153701, 1202442012)",touches,Point-LineString,"(point,touches,linestring)",true,3072,416,0.005152,3915,
textmap,node_53414707,"road_(53414707, 53626581)",touches,Point-LineString,"(point,touches,linestring)",true,3072,273,0.004437,3114,
textmap,node_3393344037,"road_(3393344037, 3359573121)",touches,Point-LineString,"(point,touches,linestring)",true,3072,272,0.004432,3619,
textmap,node_9061327204,"road_(53301910, 53292641)",touches,Point-LineString,"(point,touches,linestring)",true,3072,548,0.005812,4853,
textmap,node_10560394564,"road_(10560394564, 10560394555)",touches,Point-LineString,"(point,touches,linestring)",true,3072,502,0.005582,4652,
textmap,node_5371338213,"road_(1192211405, 2713292536)",touches,Point-LineString,"(point,touches,linestring)",true,3072,552,0.005832,4676,
textmap,node_3552470226,parcel_70822113167,touches,Point-Polygon,"(point,within,polygon)",false,3072,344,0.004792,3713,
textmap,poi_node/7066864452,parcel_70928102296,touches,Point-Polygon,"(point,within,polygon)",false,3072,258,0.004362,3813,
textmap,census_550250005043,"road_(482809241, 245561595)",crosses,Polygon-LineString,"(linestring,within,polygon)",false,3073,307,0.004608,4180,
textmap,polygon_census_550250004022,"road_(1178648999, 53504281)",disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,375,0.004948,4507,
textmap,node_3207114279,poi_way/124474455,within,Point-LineString,"(point,touches,linestring)",false,3072,379,0.004967,4001,
textmap,poi_node/3233331735,parcel_70922346171,touches,Point-Polygon,"(point,within,polygon)",false,3072,307,0.004607,3986,
textmap,parcel_60811440085,"road_(1212826160, 1212826171)",crosses,Polygon-LineString,"(polygon,overlaps,linestring)",false,3073,632,0.006233,5325,
textmap,node_1222885318,poi_way/106220948,within,Point-LineString,"(point,touches,linestring)",false,3072,330,0.004722,4095,
textmap,census_550250002053,census_550250110002,touches,Polygon-Polygon,"(polygon,overlaps,polygon)",false,3073,602,0.006083,5731,
textmap,node_3026626763,poi_way/107463295,within,Point-LineString,"(point,touches,linestring)",false,3072,395,0.005047,4870,
textmap,node_1315875410,poi_way/102715295,within,Point-LineString,I need to analyze the spatial relationship between geometry ,false,3072,800,0.007072,4891,
textmap,polygon_census_550250026032,poi_way/106101992,disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,448,0.005313,4818,
textmap,node_53706214,parcel_70823313021,within,Point-Polygon,"(point,within,polygon)",true,3072,372,0.004932,3960,
textmap,census_550250004071,"road_(53629214, 53629208)",contains,Polygon-LineString,"(linestring,within,polygon)",false,3073,390,0.005023,4829,
textmap,parcel_70920121012,"road_(53346042, 3295625133)",contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,362,0.004883,4439,
textmap,census_550250002043,poi_way/365434955,crosses,Polygon-LineString,"(polygon,contains,linestring)",false,3073,371,0.004928,4485,
textmap,parcel_70920222034,poi_node/10104757581,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,303,0.004587,3650,
textmap,polygon_census_550250026032,poi_way/105682518,contains,Polygon-LineString,"(linestring,within,polygon)",false,3073,352,0.004833,4036,
textmap,census_550250004081,poi_node/8785553908,contains,Polygon-Point,"(point,within,polygon)",false,3072,348,0.004812,3948,
textmap,parcel_70920218158,node_6090145367,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,292,0.004532,4696,
textmap,census_550250004062,poi_way/124301777,contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,355,0.004848,4256,
textmap,census_550250004081,"road_(6299937091, 2633816162)",contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,334,0.004743,4830,
textmap,polygon_census_550250026032,poi_way/105992535,contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,429,0.005218,4948,
textmap,census_550250031004,poi_way/683558076,contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,309,0.004618,3879,
textmap,parcel_70920121012,node_6090145367,contains,Polygon-Point,"(polygon,contains,point)",true,3072,588,0.006012,5950,
textmap,census_550250004081,"road_(53301578, 2633816165)",crosses,Polygon-LineString,"(linestring,within,polygon)",false,3073,403,0.005088,5072,
textmap,census_550250112023,polygon_parcel_80917421941,contains,Polygon-Polygon,"(point,within,polygon)",false,3073,316,0.004653,3827,
textmap,census_550250114071,"road_(53464472, 53584952)",contains,Polygon-LineString,"(polygon,contains,linestring)",true,3073,371,0.004928,4942,
textmap,census_550250112023,polygon_parcel_80917322501,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,376,0.004953,4517,
textmap,parcel_70923160059,polygon_parcel_70923164506,overlaps,Polygon-Polygon,I need to analyze the spatial relationship between polygon A,false,3073,800,0.007073,6059,
textmap,census_550250004071,"road_(2842212044, 8018863474)",touches,Polygon-LineString,"(polygon,within,linestring)",false,3073,276,0.004453,3989,
textmap,census_550250014041,"road_(53361806, 53361762)",contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,426,0.005203,5882,
textmap,census_550250004071,node_3458678355,contains,Polygon-Point,"(polygon,contains,point)",true,3072,542,0.005782,4738,
textmap,census_550250002011,parcel_70919207154,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,291,0.004528,4163,
textmap,census_550250002042,"road_(53317574, 53346005)",contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,288,0.004513,3827,
textmap,census_550250112023,"road_(53579898, 7806379644)",crosses,Polygon-LineString,"(polygon,within,linestring)",false,3073,547,0.005808,6133,
textmap,census_550250002011,"road_(3423901889, 53645486)",contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,402,0.005083,5333,
textmap,census_550250002042,parcel_70823210029,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,406,0.005103,4765,
textmap,census_550250002042,node_53551167,touches,Polygon-Point,"(polygon,touches,point)",true,3072,477,0.005457,4780,
textmap,census_550250026032,parcel_081034208026,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,320,0.004673,4092,
textmap,census_550250002042,node_3591044858,touches,Polygon-Point,"(polygon,contains,point)",false,3072,479,0.005467,5490,
textmap,census_550250026032,poi_way/105681451,contains,Polygon-LineString,"(polygon,contains,linestring)",true,3073,408,0.005113,5083,
textmap,census_550250026032,parcel_081034207036,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,363,0.004888,4120,
textmap,census_550250111012,node_1102850695,contains,Polygon-Point,"(polygon,contains,point)",true,3072,536,0.005752,6077,
textmap,census_550250110001,poi_way/420097158,contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,281,0.004478,3779,
textmap,census_550250105031,"road_(5718220221, 53454768)",contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,349,0.004818,4778,
textmap,polygon_parcel_70920216194,parcel_70920217796,equals,Polygon-Polygon,"(polygon,equals,polygon)",true,3073,405,0.005098,4215,
textmap,census_550250011022,"road_(3033922223, 2988956359)",touches,Polygon-LineString,"(polygon,overlaps,linestring)",false,3073,382,0.004983,4636,
textmap,census_550250030021,"road_(53463190, 53577054)",crosses,Polygon-LineString,"(polygon,within,linestring)",false,3073,447,0.005308,4272,
textmap,census_550250025001,"line_road_(53457622, 5695163350)",contains,Polygon-LineString,"(linestring,within,polygon)",false,3073,373,0.004938,4493,
textmap,census_550250025001,node_3645135804,contains,Polygon-Point,"(polygon,within,point)",false,3072,353,0.004837,3931,
textmap,census_550250030011,"road_(53463190, 53577054)",crosses,Polygon-LineString,"(polygon,overlaps,linestring)",false,3073,426,0.005203,5220,
textmap,census_550250015022,node_1215684859,contains,Polygon-Point,"(polygon,contains,point)",true,3072,431,0.005227,4298,
textmap,census_550250003012,node_1345994690,touches,Polygon-Point,"(polygon,disjoint,point)",false,3072,478,0.005462,6229,
textmap,census_550250002052,node_53469175,touches,Polygon-Point,"(polygon,contains,point)",false,3072,302,0.004582,4228,
textmap,census_550250106001,"road_(6290345718, 767595369)",crosses,Polygon-LineString,"(polygon,within,linestring)",false,3073,374,0.004943,4661,
textmap,census_550250107023,node_1238019916,contains,Polygon-Point,"(point,within,polygon)",false,3072,294,0.004542,3752,
textmap,census_550250002052,parcel_70814305144,overlaps,Polygon-Polygon,"(polygon,contains,polygon)",false,3073,426,0.005203,5251,
textmap,parcel_60811105051,"line_road_(6680557132, 7893548979)",disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,391,0.005028,4653,
textmap,census_550250002051,node_262479477,touches,Polygon-Point,"(polygon,within,point)",false,3072,419,0.005167,5087,
textmap,census_550250107023,"line_road_(6680557132, 7893548979)",contains,Polygon-LineString,"(polygon,crosses,linestring)",false,3073,504,0.005593,5082,
textmap,census_550250005013,"road_(53501488, 53425648)",contains,Polygon-LineString,"(polygon,contains,linestring)",true,3073,364,0.004893,4905,
textmap,census_550250020003,poi_way/678049972,contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,348,0.004813,4185,
textmap,census_550250107023,"road_(1237972572, 1237972600)",crosses,Polygon-LineString,"(polygon,overlaps,linestring)",false,3073,517,0.005658,5945,
textmap,census_550250002022,"road_(53324926, 53621108)",disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,291,0.004528,3762,
textmap,polygon_census_550250112012,poi_way/759202169,contains,Polygon-LineString,"(polygon,disjoint,linestring)",false,3073,569,0.005918,5850,
textmap,census_550250002021,node_53468208,touches,Polygon-Point,"(polygon,within,point)",false,3072,285,0.004497,3852,
textmap,census_550250002021,poi_way/86473065,contains,Polygon-LineString,"(polygon,contains,linestring)",true,3073,479,0.005468,4733,
textmap,census_550250009011,poi_way/105821085,contains,Polygon-LineString,"(polygon,contains,linestring)",true,3073,511,0.005628,5319,
textmap,census_550250114052,node_1218550124,contains,Polygon-Point,"(polygon,within,point)",false,3072,401,0.005077,4127,
textmap,census_550250109052,node_2465822760,contains,Polygon-Point,"(polygon,within,point)",false,3072,400,0.005072,4221,
textmap,census_550250012003,"road_(3812685613, 3641784742)",touches,Polygon-LineString,"(polygon,within,linestring)",false,3073,406,0.005103,5103,
textmap,census_550250108022,parcel_60809396952,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,364,0.004893,4483,
textmap,parcel_60804102072,census_550250109033,within,Polygon-Polygon,"(polygon,within,polygon)",true,3073,343,0.004788,4406,
textmap,polygon_census_550250109051,"road_(1231500080, 1231500044)",crosses,Polygon-LineString,"(polygon,crosses,linestring)",true,3073,462,0.005383,5305,
textmap,census_550250032001,node_10780895577,contains,Polygon-Point,"(polygon,within,point)",false,3072,488,0.005512,5632,
textmap,census_550250101002,poi_way/1134399555,disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,266,0.004403,3901,
textmap,census_550250101001,"road_(2614131104, 53591511)",crosses,Polygon-LineString,"(polygon,contains,linestring)",false,3073,377,0.004958,4763,
textmap,census_550250101001,node_8109848415,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,344,0.004792,4773,
textmap,census_550250009024,"road_(3522785858, 3522786011)",touches,Polygon-LineString,"(polygon,crosses,linestring)",false,3073,554,0.005843,6287,
textmap,census_550250014013,"road_(8633581503, 5035382917)",touches,Polygon-LineString,"(polygon,contains,linestring)",false,3073,362,0.004883,4655,
textmap,census_550250104003,poi_node/9644428266,contains,Polygon-Point,"(polygon,contains,point)",true,3072,436,0.005252,4960,
textmap,census_550250101002,polygon_parcel_70917301161,overlaps,Polygon-Polygon,"(polygon,within,polygon)",false,3073,405,0.005098,4603,
textmap,polygon_census_550250004022,"road_(8376903471, 53278803)",crosses,Polygon-LineString,"(polygon,crosses,linestring)",true,3073,541,0.005778,5619,
textmap,census_550250004022,"road_(8376903471, 53278803)",crosses,Polygon-LineString,"(polygon,disjoint,linestring)",false,3073,493,0.005538,5535,
textmap,polygon_census_550250004081,"road_(2633816165, 53301578)",crosses,Polygon-LineString,"(polygon,contains,linestring)",false,3073,438,0.005263,5384,
textmap,census_550250004021,node_53428086,touches,Polygon-Point,"(polygon,contains,point)",false,3072,254,0.004342,3337,
textmap,polygon_census_550250021001,poi_node/8462070229,contains,Polygon-Point,"(polygon,within,point)",false,3072,358,0.004862,3917,
textmap,polygon_census_550250021001,node_3862990030,contains,Polygon-Point,"(polygon,contains,point)",true,3072,396,0.005052,4759,
textmap,census_550250011021,poi_way/175146013,crosses,Polygon-LineString,"(polygon,overlaps,linestring)",false,3073,359,0.004868,4334,
textmap,polygon_census_550250004021,node_3702366223,touches,Polygon-Point,"(polygon,within,point)",false,3072,336,0.004752,3931,
textmap,parcel_70923156909,poi_way/244981734,touches,Polygon-LineString,"(polygon,crosses,linestring)",false,3073,502,0.005583,5406,
textmap,census_550250004073,"road_(2799423625, 452150775)",crosses,Polygon-LineString,"(polygon,within,linestring)",false,3073,295,0.004548,4402,
textmap,polygon_parcel_70923147370,"road_(3235659313, 1425304283)",disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,318,0.004663,3472,
textmap,census_550250005044,parcel_60802304216,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,402,0.005083,4869,
textmap,census_550250003022,node_5630875262,touches,Polygon-Point,"(polygon,contains,point)",false,3072,307,0.004607,3939,
textmap,census_550250003022,node_6268223195,touches,Polygon-Point,"(polygon,contains,point)",false,3072,325,0.004697,4172,
textmap,census_550250001001,"road_(2573782047, 2618657705)",touches,Polygon-LineString,"(polygon,within,linestring)",false,3073,276,0.004453,3622,
textmap,census_550250001001,parcel_70918223044,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,372,0.004933,4130,
textmap,census_550250108012,node_3438530752,contains,Polygon-Point,"(polygon,within,point)",false,3072,332,0.004732,4003,
textmap,census_550250007003,node_3744983701,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,545,0.005797,5789,
textmap,census_550250105041,"road_(53535254, 53535181)",crosses,Polygon-LineString,"(polygon,within,linestring)",false,3073,392,0.005033,5567,
textmap,census_550250004082,"road_(2799423625, 452150775)",crosses,Polygon-LineString,"(polygon,touches,linestring)",false,3073,604,0.006093,6595,
textmap,census_550250108012,parcel_60810454152,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,410,0.005123,4565,
textmap,census_550250108012,node_1247809954,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,358,0.004862,4253,
textmap,census_550250005062,parcel_60906302781,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,3073,614,0.006143,6213,
textmap,census_550250003013,node_1179412791,touches,Polygon-Point,"(polygon,within,point)",false,3072,375,0.004947,4162,
textmap,census_550250002051,polygon_parcel_70814201037,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,369,0.004918,4624,
textmap,polygon_parcel_70814419036,polygon_parcel_70814420281,equals,Polygon-Polygon,"(polygon,equals,polygon)",true,3073,643,0.006288,4253,
textmap,census_550250002051,node_53296808,touches,Polygon-Point,"(polygon,within,point)",false,3072,426,0.005202,4235,
textmap,polygon_census_550250004021,parcel_70919305180,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,379,0.004968,5069,
textmap,parcel_81021415072,polygon_parcel_81021415072,equals,Polygon-Polygon,"(polygon,equals,polygon)",true,3073,549,0.005818,4359,
textmap,census_550250021003,"road_(5487194813, 5487194812)",crosses,Polygon-LineString,"(polygon,within,linestring)",false,3073,384,0.004993,4276,
textmap,census_550250014021,parcel_70933301148,overlaps,Polygon-Polygon,"(polygon,contains,polygon)",false,3073,411,0.005128,4538,
