objectid,geometry,subjectid,geometry_subject,geom_type_subject,geom_type,predicate,pid,relate,idx
parcel_70814402073,"POLYGON ((-89.5088 43.0774, -89.5084 43.0776, -89.5084 43.0773, -89.5087 43.0773, -89.5088 43.0774))",parcel_70814421221,"POLYGON ((-89.5134 43.0772, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772))",Polygon,Polygon,disjoint,,FF2FF1212,145
census_550250107025,"POLYGON ((-89.4932 43.0081, -89.4928 43.0105, -89.4909 43.0121, -89.4908 43.0157, -89.4726 43.0155, -89.4763 43.01, -89.4843 43.0053, -89.4844 43.0073, -89.4909 43.0035, -89.4972 43.0015, -89.4974 43.0064, -89.4974 43.0074, -89.4932 43.0081))",parcel_60812318059,"POLYGON ((-89.503 43.0031, -89.5029 43.0028, -89.5032 43.0028, -89.5032 43.0031, -89.503 43.0031))",Polygon,Polygon,disjoint,,FF2FF1212,146
parcel_60812103252,"POLYGON ((-89.4885 43.0143, -89.4885 43.0142, -89.489 43.0142, -89.489 43.0143, -89.4885 43.0143))",parcel_60812105141,"POLYGON ((-89.4905 43.0121, -89.4902 43.0121, -89.4903 43.0118, -89.4905 43.0119, -89.4905 43.0121))",Polygon,Polygon,disjoint,,FF2FF1212,147
parcel_60811103196,"POLYGON ((-89.5126 43.0136, -89.5124 43.0136, -89.5124 43.0133, -89.5127 43.0133, -89.5126 43.0136))",polygon_parcel_60811101025,"POLYGON ((-89.5134 43.0153, -89.5134 43.0157, -89.51308 43.0157, -89.513 43.0157, -89.5131 43.0152, -89.5134 43.0153))",Polygon,Polygon,disjoint,,FF2FF1212,148
parcel_70824412137,"POLYGON ((-89.4848 43.0615, -89.485 43.061, -89.4863 43.061, -89.4864 43.0615, -89.4848 43.0615))",census_550250004081,"POLYGON ((-89.4721 43.0609, -89.4719 43.0583, -89.4734 43.0552, -89.4735 43.0464, -89.4882 43.0524, -89.5031 43.0533, -89.5028 43.0607, -89.4721 43.0609))",Polygon,Polygon,disjoint,,FF2FF1212,149
polygon_parcel_70929202037,"POLYGON ((-89.4574 43.0604, -89.4574 43.0608, -89.45716 43.0608, -89.4571 43.0608, -89.4571 43.0604, -89.4574 43.0604))",parcel_70920306317,"POLYGON ((-89.4618 43.062, -89.4616 43.062, -89.4616 43.0616, -89.462 43.0617, -89.4618 43.062))",Polygon,Polygon,disjoint,,FF2FF1212,150
census_550250017044,"POLYGON ((-89.3842 43.0732, -89.3831 43.0739, -89.3813 43.0725, -89.3827 43.0716, -89.3819 43.071, -89.3852 43.0686, -89.386 43.0692, -89.3843 43.0705, -89.3871 43.0726, -89.3853 43.0739, -89.3842 43.0732))",census_550250016032,"POLYGON ((-89.3926 43.0742, -89.3941 43.0732, -89.3974 43.0732, -89.3974 43.0749, -89.3933 43.0748, -89.3926 43.0742))",Polygon,Polygon,disjoint,,FF2FF1212,151
polygon_parcel_70814420281,"POLYGON ((-89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772, -89.51196 43.07704, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752))",parcel_70823118174,"POLYGON ((-89.5095 43.075, -89.5077 43.075, -89.5077 43.0746, -89.5081 43.0742, -89.5095 43.0745, -89.5095 43.075))",Polygon,Polygon,disjoint,,FF2FF1212,152
polygon_parcel_70824407229,"POLYGON ((-89.4829 43.0648, -89.4825 43.065, -89.48234 43.06484, -89.4823 43.0648, -89.4826 43.0646, -89.4829 43.0648))",parcel_70824408095,"POLYGON ((-89.4845 43.0637, -89.4841 43.0637, -89.4842 43.0633, -89.4846 43.0634, -89.4845 43.0637))",Polygon,Polygon,disjoint,,FF2FF1212,153
parcel_60811201057,"POLYGON ((-89.514 43.0157, -89.5137 43.0157, -89.5137 43.0153, -89.514 43.0153, -89.514 43.0157))",parcel_60811103021,"POLYGON ((-89.5116 43.0149, -89.5114 43.0146, -89.5116 43.0144, -89.5119 43.0147, -89.5116 43.0149))",Polygon,Polygon,disjoint,,FF2FF1212,154
census_550250011013,"POLYGON ((-89.4009 43.0699, -89.4057 43.0696, -89.406 43.0733, -89.4006 43.0733, -89.4009 43.0699))",census_550250011022,"POLYGON ((-89.4215 43.0765, -89.42 43.0795, -89.4162 43.0785, -89.4125 43.0786, -89.4128 43.0742, -89.4106 43.0734, -89.4153 43.0742, -89.4251 43.0732, -89.4251 43.0757, -89.4248 43.0765, -89.4215 43.0765))",Polygon,Polygon,disjoint,,FF2FF1212,155
parcel_60802112396,"POLYGON ((-89.5107 43.0239, -89.5104 43.0239, -89.5104 43.0235, -89.5107 43.0236, -89.5107 43.0239))",parcel_60802112346,"POLYGON ((-89.5114 43.0243, -89.511 43.0243, -89.5111 43.0239, -89.5114 43.0239, -89.5114 43.0243))",Polygon,Polygon,disjoint,,FF2FF1212,156
parcel_70923412319,"POLYGON ((-89.3914 43.0679, -89.391 43.0676, -89.3912 43.0675, -89.3908 43.0672, -89.3913 43.0669, -89.3921 43.0674, -89.3914 43.0679))",parcel_70923123304,"POLYGON ((-89.3931 43.0695, -89.3926 43.0698, -89.3924 43.0697, -89.3923 43.0698, -89.3919 43.0695, -89.3922 43.0693, -89.3928 43.0696, -89.3931 43.0695))",Polygon,Polygon,disjoint,,FF2FF1212,157
parcel_70823403111,"POLYGON ((-89.5062 43.0636, -89.5062 43.0634, -89.5063 43.0634, -89.5063 43.0636, -89.5062 43.0636))",parcel_70823406454,"POLYGON ((-89.5091 43.0661, -89.5088 43.0661, -89.5088 43.066, -89.5091 43.066, -89.5091 43.0661))",Polygon,Polygon,disjoint,,FF2FF1212,158
parcel_70823313071,"POLYGON ((-89.5219 43.0632, -89.5203 43.0631, -89.5203 43.0627, -89.5214 43.0625, -89.5217 43.0626, -89.5219 43.0632))",parcel_70823304046,"POLYGON ((-89.5208 43.0646, -89.5206 43.0646, -89.5206 43.0642, -89.5209 43.0643, -89.5208 43.0646))",Polygon,Polygon,disjoint,,FF2FF1212,159
census_550250002053,"POLYGON ((-89.501 43.0902, -89.5019 43.0918, -89.4899 43.0861, -89.4922 43.0861, -89.4924 43.0825, -89.5022 43.0827, -89.5021 43.0884, -89.501 43.0902))",parcel_70814110124,"POLYGON ((-89.5029 43.0889, -89.5028 43.0881, -89.5035 43.0881, -89.5036 43.0889, -89.5029 43.0889))",Polygon,Polygon,disjoint,,FF2FF1212,160
census_550250108013,"POLYGON ((-89.5114 43.0158, -89.4989 43.0157, -89.4989 43.0126, -89.5043 43.0125, -89.5072 43.0104, -89.5076 43.009, -89.512 43.0091, -89.5132 43.0104, -89.513 43.0141, -89.5114 43.0158))",parcel_60801314042,"POLYGON ((-89.4971 43.0183, -89.4968 43.0183, -89.4968 43.0179, -89.4971 43.0179, -89.4971 43.0183))",Polygon,Polygon,disjoint,,FF2FF1212,161
polygon_parcel_70928117097,"POLYGON ((-89.4247 43.0575, -89.4242 43.0574, -89.4247 43.0574, -89.4247 43.05748, -89.4247 43.0575))",polygon_census_550250009011,"POLYGON ((-89.4286 43.0679, -89.4139 43.0678, -89.423 43.0651, -89.42764 43.06166, -89.4288 43.0608, -89.429 43.068, -89.4286 43.0679))",Polygon,Polygon,disjoint,,FF2FF1212,162
parcel_60815230745,"POLYGON ((-89.5434 43.0012, -89.5431 43.0012, -89.5431 43.0008, -89.5434 43.0008, -89.5434 43.0012))",parcel_60815232412,"POLYGON ((-89.5402 43.0012, -89.5387 43.001, -89.5387 43.0007, -89.5402 43.0007, -89.5402 43.0012))",Polygon,Polygon,disjoint,,FF2FF1212,163
census_550250010002,"POLYGON ((-89.4374 43.055, -89.4307 43.0588, -89.4279 43.0565, -89.4307 43.0548, -89.4321 43.055, -89.4374 43.0516, -89.4433 43.0511, -89.438 43.0553, -89.4374 43.055))",polygon_census_550250009011,"POLYGON ((-89.4286 43.0679, -89.4139 43.0678, -89.423 43.0651, -89.42764 43.06166, -89.4288 43.0608, -89.429 43.068, -89.4286 43.0679))",Polygon,Polygon,disjoint,,FF2FF1212,164
polygon_census_550250005042,"POLYGON ((-89.509 43.0177, -89.5081 43.0192, -89.5069 43.01968, -89.5066 43.0198, -89.5055 43.0225, -89.4987 43.023, -89.4989 43.0157, -89.5114 43.0158, -89.5116 43.0168, -89.509 43.0177))",parcel_60801417119,"POLYGON ((-89.4923 43.0164, -89.4919 43.0166, -89.4915 43.0163, -89.4915 43.0159, -89.4929 43.0159, -89.4929 43.0164, -89.4923 43.0164))",Polygon,Polygon,disjoint,,FF2FF1212,165
census_550250030021,"POLYGON ((-89.3003 43.1041, -89.3006 43.1058, -89.2856 43.1042, -89.2858 43.0991, -89.3016 43.0988, -89.3016 43.0997, -89.3015 43.1035, -89.3003 43.1041))",parcel_081034411215,"POLYGON ((-89.2958 43.1077, -89.2955 43.1077, -89.2956 43.1074, -89.2959 43.1074, -89.2958 43.1077))",Polygon,Polygon,disjoint,,FF2FF1212,166
census_550250002041,"POLYGON ((-89.5024 43.0766, -89.5028 43.0607, -89.5078 43.0607, -89.5086 43.0684, -89.5104 43.0704, -89.5104 43.0722, -89.5075 43.0752, -89.5024 43.0766))",parcel_70823314178,"POLYGON ((-89.5131 43.066, -89.5125 43.0658, -89.5127 43.0653, -89.5133 43.0658, -89.5131 43.066))",Polygon,Polygon,disjoint,,FF2FF1212,167
parcel_70919110422,"POLYGON ((-89.4707 43.0716, -89.4707 43.0713, -89.471 43.0713, -89.471 43.0716, -89.4707 43.0716))",census_550250001002,"POLYGON ((-89.469 43.0827, -89.4682 43.0824, -89.4697 43.0818, -89.47 43.0807, -89.4677 43.0822, -89.4643 43.081, -89.4609 43.0811, -89.4609 43.0804, -89.4635 43.0803, -89.4636 43.0753, -89.4623 43.0755, -89.4696 43.0742, -89.4754 43.0758, -89.4811 43.0811, -89.4792 43.0827, -89.469 43.0827))",Polygon,Polygon,disjoint,,FF2FF1212,168
parcel_60801410030,"POLYGON ((-89.4907 43.0166, -89.4904 43.0166, -89.4905 43.0162, -89.4907 43.0163, -89.4907 43.0166))",parcel_60812103252,"POLYGON ((-89.4885 43.0143, -89.4885 43.0142, -89.489 43.0142, -89.489 43.0143, -89.4885 43.0143))",Polygon,Polygon,disjoint,,FF2FF1212,169
parcel_60801105219,"POLYGON ((-89.4919 43.0275, -89.4914 43.0275, -89.4914 43.0273, -89.4919 43.0273, -89.4919 43.0275))",polygon_census_550250004071,"POLYGON ((-89.4885 43.0391, -89.4888 43.0319, -89.4969 43.0318, -89.4969 43.03476, -89.4969 43.0355, -89.4997 43.0386, -89.4885 43.0391))",Polygon,Polygon,disjoint,,FF2FF1212,170
polygon_parcel_70923107118,"POLYGON ((-89.3904 43.0731, -89.3898 43.0735, -89.38972 43.07342, -89.3897 43.0734, -89.3902 43.073, -89.3904 43.0731))",census_550250016063,"POLYGON ((-89.3959 43.072, -89.3959 43.0709, -89.4008 43.0713, -89.4007 43.0721, -89.3959 43.072))",Polygon,Polygon,disjoint,,FF2FF1212,171
parcel_70919227011,"POLYGON ((-89.4783 43.0754, -89.476 43.076, -89.4748 43.0753, -89.475 43.0744, -89.4769 43.0745, -89.4783 43.0754))",parcel_70918315099,"POLYGON ((-89.4768 43.0767, -89.4765 43.0765, -89.4768 43.0763, -89.477 43.0764, -89.4768 43.0767))",Polygon,Polygon,disjoint,,FF2FF1212,172
polygon_parcel_70919219050,"POLYGON ((-89.4792 43.0738, -89.479 43.0739, -89.47868 43.07374, -89.4786 43.0737, -89.4788 43.0736, -89.4792 43.0738))",census_550250002054,"POLYGON ((-89.4924 43.0825, -89.4922 43.0861, -89.4899 43.0861, -89.48 43.0797, -89.4754 43.0758, -89.4718 43.0744, -89.4765 43.0743, -89.4783 43.0753, -89.4988 43.0752, -89.5024 43.0766, -89.5024 43.0772, -89.5022 43.0825, -89.4924 43.0825))",Polygon,Polygon,disjoint,,FF2FF1212,173
parcel_71017457867,"POLYGON ((-89.3316 43.064, -89.3311 43.064, -89.3311 43.0638, -89.3316 43.0638, -89.3316 43.064))",polygon_parcel_71017410415,"POLYGON ((-89.329 43.0663, -89.329 43.0666, -89.3286 43.0666, -89.3285 43.0666, -89.3285 43.0663, -89.329 43.0663))",Polygon,Polygon,disjoint,,FF2FF1212,174
parcel_70814424259,"POLYGON ((-89.5064 43.0829, -89.5059 43.0826, -89.5062 43.0824, -89.5065 43.0826, -89.5064 43.0829))",parcel_70814402073,"POLYGON ((-89.5088 43.0774, -89.5084 43.0776, -89.5084 43.0773, -89.5087 43.0773, -89.5088 43.0774))",Polygon,Polygon,disjoint,,FF2FF1212,175
parcel_60811101017,"POLYGON ((-89.5137 43.0157, -89.5134 43.0157, -89.5134 43.0153, -89.5137 43.0153, -89.5137 43.0157))",parcel_60811103196,"POLYGON ((-89.5126 43.0136, -89.5124 43.0136, -89.5124 43.0133, -89.5127 43.0133, -89.5126 43.0136))",Polygon,Polygon,disjoint,,FF2FF1212,176
polygon_parcel_70814110124,"POLYGON ((-89.5036 43.0889, -89.5029 43.0889, -89.50282 43.08826, -89.5028 43.0881, -89.5035 43.0881, -89.5036 43.0889))",parcel_70812358362,"POLYGON ((-89.5 43.0908, -89.4997 43.0906, -89.4999 43.0904, -89.5002 43.0905, -89.5 43.0908))",Polygon,Polygon,disjoint,,FF2FF1212,177
parcel_60801412094,"POLYGON ((-89.4903 43.0188, -89.4899 43.0186, -89.4901 43.0184, -89.4905 43.0187, -89.4903 43.0188))",parcel_60812109036,"POLYGON ((-89.4875 43.0133, -89.4875 43.013, -89.4877 43.013, -89.4877 43.0133, -89.4875 43.0133))",Polygon,Polygon,disjoint,,FF2FF1212,178
polygon_parcel_70814420281,"POLYGON ((-89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772, -89.51196 43.07704, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752))",census_550250002051,"POLYGON ((-89.5121 43.086, -89.5022 43.0862, -89.5024 43.0766, -89.5075 43.0752, -89.508 43.0776, -89.5097 43.0799, -89.5123 43.0792, -89.5175 43.0801, -89.5184 43.0815, -89.5193 43.0814, -89.52 43.0836, -89.5141 43.0846, -89.5121 43.086))",Polygon,Polygon,disjoint,,FF2FF1212,179
census_550250003012,"POLYGON ((-89.4566 43.0729, -89.4569 43.0753, -89.4512 43.0754, -89.4511 43.0682, -89.4588 43.0706, -89.4553 43.0714, -89.4566 43.0729))",parcel_70920419045,"POLYGON ((-89.4537 43.0675, -89.4537 43.0672, -89.4543 43.0671, -89.4544 43.0674, -89.4537 43.0675))",Polygon,Polygon,disjoint,,FF2FF1212,180
census_550250002011,"POLYGON ((-89.4675 43.0743, -89.4684 43.0717, -89.4684 43.067, -89.4722 43.0632, -89.4721 43.0609, -89.4785 43.0608, -89.4784 43.0616, -89.478 43.0747, -89.4675 43.0743))",census_550250002021,"POLYGON ((-89.4988 43.0752, -89.4827 43.0752, -89.4828 43.068, -89.4859 43.067, -89.4981 43.0676, -89.499 43.0684, -89.5026 43.0684, -89.5026 43.069, -89.5024 43.0766, -89.4988 43.0752))",Polygon,Polygon,disjoint,,FF2FF1212,181
parcel_60811101017,"POLYGON ((-89.5137 43.0157, -89.5134 43.0157, -89.5134 43.0153, -89.5137 43.0153, -89.5137 43.0157))",parcel_60802302129,"POLYGON ((-89.5156 43.0185, -89.5153 43.0188, -89.5151 43.0188, -89.5151 43.0184, -89.5155 43.0184, -89.5156 43.0185))",Polygon,Polygon,disjoint,,FF2FF1212,182
polygon_parcel_70922423169,"POLYGON ((-89.4082 43.0647, -89.408 43.0647, -89.408 43.06438, -89.408 43.0643, -89.4082 43.0643, -89.4082 43.0647))",census_550250011011,"POLYGON ((-89.4057 43.0696, -89.4057 43.0677, -89.4128 43.0678, -89.4121 43.068, -89.4057 43.0696))",Polygon,Polygon,disjoint,,FF2FF1212,183
parcel_70923147370,"POLYGON ((-89.3887 43.0727, -89.3889 43.0729, -89.3888 43.073, -89.3881 43.0725, -89.3889 43.072, -89.3892 43.0723, -89.3887 43.0727))",parcel_70914439504,"POLYGON ((-89.3859 43.0758, -89.3856 43.0755, -89.3859 43.0753, -89.3862 43.0755, -89.3859 43.0758))",Polygon,Polygon,disjoint,,FF2FF1212,184
census_550250015011,"POLYGON ((-89.3667 43.0452, -89.3621 43.0483, -89.3585 43.0475, -89.3545 43.0501, -89.3482 43.0509, -89.3474 43.0471, -89.3526 43.0467, -89.3537 43.0458, -89.3542 43.0438, -89.3658 43.0435, -89.3712 43.0468, -89.371 43.0472, -89.3685 43.0454, -89.3667 43.0452))",parcel_71030142869,"POLYGON ((-89.3507 43.0417, -89.35 43.0416, -89.35 43.0408, -89.3507 43.0408, -89.3507 43.0417))",Polygon,Polygon,disjoint,,FF2FF1212,185
census_550250002042,"POLYGON ((-89.5075 43.0752, -89.5104 43.0722, -89.5104 43.0704, -89.5086 43.0684, -89.5078 43.0607, -89.5127 43.0606, -89.5126 43.0641, -89.5174 43.0641, -89.5176 43.0686, -89.5201 43.0701, -89.5205 43.0713, -89.5186 43.075, -89.5075 43.0752))",polygon_parcel_70814428061,"POLYGON ((-89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772, -89.51196 43.07704, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752))",Polygon,Polygon,disjoint,,FF2FF1212,186
parcel_60811419048,"POLYGON ((-89.5059 43.0052, -89.5057 43.0052, -89.5057 43.0049, -89.5059 43.0049, -89.5059 43.0052))",parcel_60812329064,"POLYGON ((-89.5007 43.0059, -89.4992 43.0059, -89.4992 43.0056, -89.4999 43.0056, -89.4998 43.0049, -89.5007 43.0049, -89.5007 43.0059))",Polygon,Polygon,disjoint,,FF2FF1212,187
polygon_parcel_60812111338,"POLYGON ((-89.4891 43.0091, -89.4891 43.0092, -89.48878 43.0092, -89.4887 43.0092, -89.4887 43.0091, -89.4891 43.0091))",parcel_60812104143,"POLYGON ((-89.4892 43.013, -89.4892 43.0126, -89.4894 43.0126, -89.4894 43.013, -89.4892 43.013))",Polygon,Polygon,disjoint,,FF2FF1212,188
parcel_60812495706,"POLYGON ((-89.4875 43.0054, -89.4867 43.0046, -89.4892 43.0033, -89.4892 43.0043, -89.4875 43.0054))",polygon_census_550250107021,"POLYGON ((-89.4593 43.0006, -89.4629 42.9795, -89.4297 42.9795, -89.4288 42.9868, -89.4119 42.9872, -89.4119 42.9723, -89.4169 42.9648, -89.4174 42.9504, -89.4372 42.9505, -89.43728 42.9477, -89.4373 42.947, -89.4387 42.9432, -89.4855 42.9434, -89.4855 42.9452, -89.4854 42.94855, -89.4853 42.9519, -89.4828 42.9552, -89.4809 42.9612, -89.4851 42.9632, -89.4843 43.0053, -89.4787 43.00859, -89.4763 43.01, -89.4726 43.0155, -89.4554 43.0154, -89.4593 43.0006))",Polygon,Polygon,disjoint,,FF2FF1212,189
parcel_80925122874,"POLYGON ((-89.3678 43.1461, -89.3667 43.147, -89.3662 43.1467, -89.3657 43.147, -89.3646 43.147, -89.3645 43.1474, -89.3631 43.1473, -89.3631 43.1447, -89.3666 43.1454, -89.3678 43.1461))",parcel_80924444013,"POLYGON ((-89.3658 43.1484, -89.3658 43.1494, -89.3653 43.1505, -89.3629 43.1504, -89.3631 43.1475, -89.3661 43.1476, -89.3658 43.1484))",Polygon,Polygon,disjoint,,FF2FF1212,190
parcel_60802316211,"POLYGON ((-89.5214 43.0165, -89.5203 43.0167, -89.52 43.0171, -89.5204 43.0173, -89.5199 43.0172, -89.5198 43.0174, -89.5186 43.0174, -89.5187 43.0161, -89.5214 43.0161, -89.5214 43.0165))",census_550250108012,"POLYGON ((-89.5224 43.016, -89.5224 43.0152, -89.5235 43.0152, -89.5236 43.0088, -89.5166 43.0086, -89.5167 43.0014, -89.5042 43.0013, -89.5018 43.002, -89.4994 43.0015, -89.5046 42.9964, -89.5107 42.9954, -89.5121 42.9943, -89.5141 42.9946, -89.5266 42.9927, -89.5335 42.9905, -89.5338 43.0022, -89.5335 43.0161, -89.5224 43.016))",Polygon,Polygon,disjoint,,FF2FF1212,191
parcel_70922227032,"POLYGON ((-89.4205 43.0703, -89.4203 43.0703, -89.4203 43.07, -89.4205 43.07, -89.4205 43.0703))",census_550250009011,"POLYGON ((-89.4139 43.0678, -89.423 43.0651, -89.4288 43.0608, -89.429 43.068, -89.4286 43.0679, -89.4139 43.0678))",Polygon,Polygon,disjoint,,FF2FF1212,192
parcel_60811103021,"POLYGON ((-89.5116 43.0149, -89.5114 43.0146, -89.5116 43.0144, -89.5119 43.0147, -89.5116 43.0149))",polygon_census_550250005042,"POLYGON ((-89.509 43.0177, -89.5081 43.0192, -89.5069 43.01968, -89.5066 43.0198, -89.5055 43.0225, -89.4987 43.023, -89.4989 43.0157, -89.5114 43.0158, -89.5116 43.0168, -89.509 43.0177))",Polygon,Polygon,disjoint,,FF2FF1212,193
parcel_70923412161,"POLYGON ((-89.3914 43.0679, -89.391 43.0676, -89.3912 43.0675, -89.3908 43.0672, -89.3913 43.0669, -89.3921 43.0674, -89.3914 43.0679))",census_550250016031,"POLYGON ((-89.3939 43.0733, -89.3935 43.0723, -89.4007 43.0722, -89.4006 43.0733, -89.3939 43.0733))",Polygon,Polygon,disjoint,,FF2FF1212,194
parcel_60802114011,"POLYGON ((-89.5087 43.0316, -89.5087 43.0305, -89.5097 43.03, -89.5097 43.0316, -89.5087 43.0316))",parcel_60802103270,"POLYGON ((-89.5085 43.0264, -89.5085 43.026, -89.509 43.0259, -89.5091 43.026, -89.5085 43.0264))",Polygon,Polygon,disjoint,,FF2FF1212,195
parcel_80925117700,"POLYGON ((-89.3678 43.1461, -89.3667 43.147, -89.3662 43.1467, -89.3657 43.147, -89.3646 43.147, -89.3645 43.1474, -89.3631 43.1473, -89.3631 43.1447, -89.3666 43.1454, -89.3678 43.1461))",polygon_parcel_80924437894,"POLYGON ((-89.3631 43.1475, -89.3661 43.1476, -89.3658 43.1484, -89.3658 43.1492, -89.3658 43.1494, -89.3653 43.1505, -89.3629 43.1504, -89.3631 43.1475))",Polygon,Polygon,disjoint,,FF2FF1212,196
polygon_census_550250017041,"POLYGON ((-89.3871 43.0726, -89.3843 43.0705, -89.38566 43.06946, -89.386 43.0692, -89.3887 43.0715, -89.3871 43.0726))",parcel_70914439182,"POLYGON ((-89.3859 43.0758, -89.3856 43.0755, -89.3859 43.0753, -89.3862 43.0755, -89.3859 43.0758))",Polygon,Polygon,disjoint,,FF2FF1212,197
parcel_70813320888,"POLYGON ((-89.501 43.079, -89.5017 43.0789, -89.5017 43.08, -89.5022 43.0799, -89.5022 43.0805, -89.5003 43.0805, -89.5003 43.0792, -89.5006 43.0785, -89.5011 43.0786, -89.501 43.079))",parcel_70814416066,"POLYGON ((-89.5064 43.0793, -89.5064 43.0792, -89.5069 43.0791, -89.5069 43.0793, -89.5064 43.0793))",Polygon,Polygon,disjoint,,FF2FF1212,198
parcel_60811411060,"POLYGON ((-89.513 43.0031, -89.5128 43.0031, -89.5128 43.0027, -89.513 43.0027, -89.513 43.0031))",parcel_60811440085,"POLYGON ((-89.5096 43.0058, -89.5087 43.0062, -89.5084 43.006, -89.5087 43.0057, -89.5088 43.0052, -89.5093 43.0052, -89.5096 43.0058))",Polygon,Polygon,disjoint,,FF2FF1212,199
census_550250004021,"POLYGON ((-89.4721 43.0609, -89.4561 43.0609, -89.4561 43.0536, -89.4735 43.0536, -89.4735 43.0544, -89.4719 43.0583, -89.4721 43.0609))",parcel_70929104027,"POLYGON ((-89.4533 43.0596, -89.453 43.0596, -89.453 43.0592, -89.4533 43.0592, -89.4533 43.0596))",Polygon,Polygon,disjoint,,FF2FF1212,200
parcel_70836209027,"POLYGON ((-89.502 43.0461, -89.502 43.0453, -89.5024 43.0453, -89.5024 43.0461, -89.502 43.0461))",parcel_70826419058,"POLYGON ((-89.5092 43.0498, -89.5083 43.0498, -89.508 43.0504, -89.5063 43.0502, -89.5067 43.0489, -89.5071 43.0483, -89.508 43.0477, -89.5091 43.0474, -89.509 43.0491, -89.5092 43.0498))",Polygon,Polygon,disjoint,,FF2FF1212,201
census_550250016061,"POLYGON ((-89.3917 43.0735, -89.3909 43.0728, -89.3938 43.0708, -89.3959 43.0709, -89.3959 43.072, -89.3938 43.0721, -89.3917 43.0735))",parcel_70923174688,"POLYGON ((-89.3874 43.0714, -89.3875 43.0715, -89.3873 43.0716, -89.3868 43.0713, -89.3877 43.0707, -89.388 43.071, -89.3874 43.0714))",Polygon,Polygon,disjoint,,FF2FF1212,202
census_550250016033,"POLYGON ((-89.3933 43.0748, -89.3899 43.0748, -89.3935 43.0723, -89.394 43.0728, -89.3926 43.0742, -89.3933 43.0748))",census_550250017062,"POLYGON ((-89.384 43.0789, -89.387 43.0769, -89.3905 43.0795, -89.3863 43.0806, -89.384 43.0789))",Polygon,Polygon,disjoint,,FF2FF1212,203
census_550250108022,"POLYGON ((-89.5727 43.013, -89.5583 43.0131, -89.5495 43.0164, -89.5335 43.0161, -89.5338 43.0016, -89.5485 43.0019, -89.5484 42.9982, -89.5533 43.0001, -89.5559 42.9993, -89.5531 42.9957, -89.5484 42.9939, -89.5482 42.9882, -89.5622 42.9868, -89.5721 42.987, -89.573 42.9928, -89.5779 42.9976, -89.5782 43.0025, -89.5781 43.0117, -89.5727 43.013))",parcel_60815129641,"POLYGON ((-89.5308 42.9999, -89.5306 43, -89.5304 42.9996, -89.5308 42.9996, -89.5308 42.9999))",Polygon,Polygon,disjoint,,FF2FF1212,204
parcel_60810453852,"POLYGON ((-89.5291 43.0046, -89.5285 43.0046, -89.5286 43.003, -89.5292 43.0031, -89.5291 43.0046))",parcel_60815130308,"POLYGON ((-89.532 42.9999, -89.5318 42.9999, -89.5318 42.9996, -89.5321 42.9996, -89.532 42.9999))",Polygon,Polygon,disjoint,,FF2FF1212,205
parcel_70920216186,"POLYGON ((-89.4566 43.0737, -89.4566 43.0741, -89.4556 43.0741, -89.4558 43.0733, -89.456 43.0733, -89.4562 43.0738, -89.4566 43.0737))",parcel_70920119075,"POLYGON ((-89.4534 43.0697, -89.4527 43.0695, -89.4527 43.0691, -89.4536 43.0693, -89.4534 43.0697))",Polygon,Polygon,disjoint,,FF2FF1212,206
